Title: Circuito RD – Usa um diodo como varactor (varicap)
Date: Tue Aug 13 12:20:30  2024
Plotname: Transient Analysis
Flags: real
Sckt. naming: from bottom to top
No. Variables: 3
No. Points: 837
Variables:
	0	time	time
	1	v(2)	voltage
	2	v(3)	voltage
Values:
 0	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00

 1	5.000000000000000e-10
	0.000000000000000e+00
	0.000000000000000e+00

 2	1.000000000000000e-09
	0.000000000000000e+00
	0.000000000000000e+00

 3	1.500000000000000e-09
	0.000000000000000e+00
	0.000000000000000e+00

 4	2.000000000000000e-09
	0.000000000000000e+00
	0.000000000000000e+00

 5	3.000000000000000e-09
	9.999999999999999e-09
	4.545454524793388e-17

 6	5.000000000000000e-09
	3.000000000000000e-08
	2.272727258264463e-16

 7	9.000000000000000e-09
	7.000000000000000e-08
	1.136363622520661e-15

 8	1.700000000000000e-08
	1.500000000000000e-07
	5.136363508471078e-15

 9	3.300000000000000e-08
	3.100000000000000e-07
	2.186363525392567e-14

 10	6.499999999999999e-08
	6.299999999999998e-07
	9.022726346549665e-14

 11	1.290000000000000e-07
	1.270000000000000e-06
	3.665908333828643e-13

 12	2.569999999999999e-07
	2.549999999999999e-06
	1.477863024087196e-12

 13	5.129999999999999e-07
	5.109999999999999e-06
	5.934585984116863e-12

 14	1.025000000000000e-06
	1.023000000000000e-05
	2.378473321981815e-11

 15	2.049000000000000e-06
	2.047000000000000e-05
	9.523172896332436e-11

 16	4.097000000000000e-06
	4.095000000000000e-05
	3.811116936193938e-10

 17	8.192999999999999e-06
	8.190999999999999e-05
	1.524808860322600e-09

 18	1.638500000000000e-05
	1.638300000000000e-04
	6.099898902127167e-09

 19	3.276900000000000e-05
	3.276700000000000e-04
	2.440043590784188e-08

 20	6.553699999999999e-05
	6.553499999999999e-04
	9.759953060124515e-08

 21	1.310730000000000e-04
	1.310710000000000e-03
	3.903625512308021e-07

 22	2.621450000000000e-04
	2.621430000000000e-03
	1.561129978619728e-06

 23	5.121450000000000e-04
	5.121429999999999e-03
	5.956211034862070e-06

 24	7.621450000000000e-04
	7.621430000000000e-03
	1.318559637156297e-05

 25	1.000002000000000e-03
	1.000000000000000e-02
	2.269206619502865e-05

 26	1.475716000000000e-03
	1.000000000000000e-02
	4.421981172450724e-05

 27	2.042284593449298e-03
	1.000000000000000e-02
	6.979319038262343e-05

 28	3.175421780347895e-03
	1.000000000000000e-02
	1.206778599202371e-04

 29	5.441696154145088e-03
	1.000000000000000e-02
	2.219257094346540e-04

 30	9.974244901739475e-03
	1.000000000000000e-02
	4.213243744118343e-04

 31	1.497424490173948e-02
	1.000000000000000e-02
	6.365755120655009e-04

 32	1.997424490173948e-02
	1.000000000000000e-02
	8.469895455022313e-04

 33	2.497424490173948e-02
	1.000000000000000e-02
	1.052675173693192e-03

 34	2.997424490173948e-02
	1.000000000000000e-02
	1.253738652936042e-03

 35	3.497424490173948e-02
	1.000000000000000e-02
	1.450283851746468e-03

 36	3.997424490173947e-02
	1.000000000000000e-02
	1.642412304516210e-03

 37	4.497424490173947e-02
	1.000000000000000e-02
	1.830223263965284e-03

 38	4.997424490173947e-02
	1.000000000000000e-02
	2.013813752415502e-03

 39	5.497424490173947e-02
	1.000000000000000e-02
	2.193278611911783e-03

 40	5.997424490173946e-02
	1.000000000000000e-02
	2.368710553217136e-03

 41	6.497424490173946e-02
	1.000000000000000e-02
	2.540200203706639e-03

 42	6.997424490173947e-02
	1.000000000000000e-02
	2.707836154185142e-03

 43	7.497424490173947e-02
	1.000000000000000e-02
	2.871705004652892e-03

 44	7.997424490173947e-02
	1.000000000000000e-02
	3.031891409042715e-03

 45	8.497424490173948e-02
	1.000000000000000e-02
	3.188478118951869e-03

 46	8.997424490173948e-02
	1.000000000000000e-02
	3.341546026391154e-03

 47	9.497424490173949e-02
	1.000000000000000e-02
	3.491174205573376e-03

 48	9.997424490173949e-02
	1.000000000000000e-02
	3.637439953762738e-03

 49	1.049742449017395e-01
	1.000000000000000e-02
	3.780418831206272e-03

 50	1.099742449017395e-01
	1.000000000000000e-02
	3.920184700167930e-03

 51	1.149742449017395e-01
	1.000000000000000e-02
	4.056809763085505e-03

 52	1.199742449017395e-01
	1.000000000000000e-02
	4.190364599870101e-03

 53	1.249742449017395e-01
	1.000000000000000e-02
	4.320918204367401e-03

 54	1.299742449017395e-01
	1.000000000000000e-02
	4.448538019999594e-03

 55	1.349742449017395e-01
	1.000000000000000e-02
	4.573289974606346e-03

 56	1.399742449017395e-01
	1.000000000000000e-02
	4.695238514502834e-03

 57	1.449742449017395e-01
	1.000000000000000e-02
	4.814446637772434e-03

 58	1.499742449017395e-01
	1.000000000000000e-02
	4.930975926811256e-03

 59	1.549742449017395e-01
	1.000000000000000e-02
	5.044886580141341e-03

 60	1.599742449017395e-01
	1.000000000000000e-02
	5.156237443508952e-03

 61	1.649742449017395e-01
	1.000000000000000e-02
	5.265086040284031e-03

 62	1.699742449017395e-01
	1.000000000000000e-02
	5.371488601176525e-03

 63	1.749742449017395e-01
	1.000000000000000e-02
	5.475500093284918e-03

 64	1.799742449017395e-01
	1.000000000000000e-02
	5.577174248492000e-03

 65	1.849742449017396e-01
	1.000000000000000e-02
	5.676563591222517e-03

 66	1.899742449017396e-01
	1.000000000000000e-02
	5.773719465577068e-03

 67	1.949742449017396e-01
	1.000000000000000e-02
	5.868692061856236e-03

 68	1.999742449017396e-01
	1.000000000000000e-02
	5.961530442488680e-03

 69	2.049742449017396e-01
	1.000000000000000e-02
	6.052282567376576e-03

 70	2.099742449017396e-01
	1.000000000000000e-02
	6.140995318671485e-03

 71	2.149742449017396e-01
	1.000000000000000e-02
	6.227714524993475e-03

 72	2.199742449017396e-01
	1.000000000000000e-02
	6.312484985105982e-03

 73	2.249742449017396e-01
	1.000000000000000e-02
	6.395350491058657e-03

 74	2.299742449017396e-01
	1.000000000000000e-02
	6.476353850810150e-03

 75	2.349742449017396e-01
	1.000000000000000e-02
	6.555536910342507e-03

 76	2.399742449017396e-01
	1.000000000000000e-02
	6.632940575278631e-03

 77	2.449742449017396e-01
	1.000000000000000e-02
	6.708604832013941e-03

 78	2.499742449017396e-01
	1.000000000000000e-02
	6.782568768373179e-03

 79	2.549742449017396e-01
	1.000000000000000e-02
	6.854870593802997e-03

 80	2.599742449017396e-01
	1.000000000000000e-02
	6.925547659110796e-03

 81	2.649742449017396e-01
	1.000000000000000e-02
	6.994636475759991e-03

 82	2.699742449017396e-01
	1.000000000000000e-02
	7.062172734731677e-03

 83	2.749742449017396e-01
	1.000000000000000e-02
	7.128191324962426e-03

 84	2.799742449017396e-01
	1.000000000000000e-02
	7.192726351367766e-03

 85	2.849742449017396e-01
	1.000000000000000e-02
	7.255811152460627e-03

 86	2.899742449017396e-01
	1.000000000000000e-02
	7.317478317573872e-03

 87	2.949742449017396e-01
	1.000000000000000e-02
	7.377759703695808e-03

 88	2.999742449017396e-01
	1.000000000000000e-02
	7.436686451927363e-03

 89	3.049742449017396e-01
	1.000000000000000e-02
	7.494289003569445e-03

 90	3.099742449017396e-01
	1.000000000000000e-02
	7.550597115848783e-03

 91	3.149742449017396e-01
	1.000000000000000e-02
	7.605639877290384e-03

 92	3.199742449017396e-01
	1.000000000000000e-02
	7.659445722744533e-03

 93	3.249742449017397e-01
	1.000000000000000e-02
	7.712042448076118e-03

 94	3.299742449017397e-01
	1.000000000000000e-02
	7.763457224523847e-03

 95	3.349742449017397e-01
	1.000000000000000e-02
	7.813716612736794e-03

 96	3.399742449017397e-01
	1.000000000000000e-02
	7.862846576495518e-03

 97	3.449742449017397e-01
	1.000000000000000e-02
	7.910872496124832e-03

 98	3.499742449017397e-01
	1.000000000000000e-02
	7.957819181605172e-03

 99	3.549742449017397e-01
	1.000000000000000e-02
	8.003710885389323e-03

 100	3.599742449017397e-01
	1.000000000000000e-02
	8.048571314931136e-03

 101	3.649742449017397e-01
	1.000000000000000e-02
	8.092423644932685e-03

 102	3.699742449017397e-01
	1.000000000000000e-02
	8.135290529316221e-03

 103	3.749742449017397e-01
	1.000000000000000e-02
	8.177194112927094e-03

 104	3.799742449017397e-01
	1.000000000000000e-02
	8.218156042973676e-03

 105	3.849742449017397e-01
	1.000000000000000e-02
	8.258197480210221e-03

 106	3.899742449017397e-01
	1.000000000000000e-02
	8.297339109868417e-03

 107	3.949742449017397e-01
	1.000000000000000e-02
	8.335601152343285e-03

 108	3.999742449017397e-01
	1.000000000000000e-02
	8.373003373638941e-03

 109	4.049742449017397e-01
	1.000000000000000e-02
	8.409565095579639e-03

 110	4.099742449017397e-01
	1.000000000000000e-02
	8.445305205791332e-03

 111	4.149742449017397e-01
	1.000000000000000e-02
	8.480242167458943e-03

 112	4.199742449017397e-01
	1.000000000000000e-02
	8.514394028864360e-03

 113	4.249742449017397e-01
	1.000000000000000e-02
	8.547778432710106e-03

 114	4.299742449017397e-01
	1.000000000000000e-02
	8.580412625233475e-03

 115	4.349742449017397e-01
	1.000000000000000e-02
	8.612313465115869e-03

 116	4.399742449017398e-01
	1.000000000000000e-02
	8.643497432191916e-03

 117	4.449742449017398e-01
	1.000000000000000e-02
	8.673980635962884e-03

 118	4.499742449017398e-01
	1.000000000000000e-02
	8.703778823918778e-03

 119	4.549742449017398e-01
	1.000000000000000e-02
	8.732907389673413e-03

 120	4.599742449017398e-01
	1.000000000000000e-02
	8.761381380916707e-03

 121	4.649742449017398e-01
	1.000000000000000e-02
	8.789215507188241e-03

 122	4.699742449017398e-01
	1.000000000000000e-02
	8.816424147476146e-03

 123	4.749742449017398e-01
	1.000000000000000e-02
	8.843021357645224e-03

 124	4.799742449017398e-01
	1.000000000000000e-02
	8.869020877698140e-03

 125	4.849742449017398e-01
	1.000000000000000e-02
	8.894436138873463e-03

 126	4.899742449017398e-01
	1.000000000000000e-02
	8.919280270584175e-03

 127	4.949742449017398e-01
	1.000000000000000e-02
	8.943566107200259e-03

 128	4.999742449017398e-01
	1.000000000000000e-02
	8.967306194678903e-03

 129	5.049742449017398e-01
	1.000000000000000e-02
	8.990512797045668e-03

 130	5.099742449017398e-01
	1.000000000000000e-02
	9.013197902730034e-03

 131	5.149742449017398e-01
	1.000000000000000e-02
	9.035373230758575e-03

 132	5.199742449017398e-01
	1.000000000000000e-02
	9.057050236808943e-03

 133	5.249742449017398e-01
	1.000000000000000e-02
	9.078240119127841e-03

 134	5.299742449017398e-01
	1.000000000000000e-02
	9.098953824315980e-03

 135	5.349742449017398e-01
	1.000000000000000e-02
	9.119202052983036e-03

 136	5.399742449017398e-01
	1.000000000000000e-02
	9.138995265275552e-03

 137	5.449742449017398e-01
	1.000000000000000e-02
	9.158343686280594e-03

 138	5.499742449017399e-01
	1.000000000000000e-02
	9.177257311307996e-03

 139	5.549742449017399e-01
	1.000000000000000e-02
	9.195745911053883e-03

 140	5.599742449017399e-01
	1.000000000000000e-02
	9.213819036648179e-03

 141	5.649742449017399e-01
	1.000000000000000e-02
	9.231486024588668e-03

 142	5.699742449017399e-01
	1.000000000000000e-02
	9.248756001564206e-03

 143	5.749742449017399e-01
	1.000000000000000e-02
	9.265637889169502e-03

 144	5.799742449017399e-01
	1.000000000000000e-02
	9.282140408514007e-03

 145	5.849742449017399e-01
	1.000000000000000e-02
	9.298272084727176e-03

 146	5.899742449017399e-01
	1.000000000000000e-02
	9.314041251362520e-03

 147	5.949742449017399e-01
	1.000000000000000e-02
	9.329456054702690e-03

 148	5.999742449017399e-01
	1.000000000000000e-02
	9.344524457967801e-03

 149	6.049742449017399e-01
	1.000000000000000e-02
	9.359254245429199e-03

 150	6.099742449017399e-01
	1.000000000000000e-02
	9.373653026430789e-03

 151	6.149742449017399e-01
	1.000000000000000e-02
	9.387728239319984e-03

 152	6.199742449017399e-01
	1.000000000000000e-02
	9.401487155290322e-03

 153	6.249742449017399e-01
	1.000000000000000e-02
	9.414936882137731e-03

 154	6.299742449017399e-01
	1.000000000000000e-02
	9.428084367932387e-03

 155	6.349742449017399e-01
	1.000000000000000e-02
	9.440936404608063e-03

 156	6.399742449017399e-01
	1.000000000000000e-02
	9.453499631470802e-03

 157	6.449742449017399e-01
	1.000000000000000e-02
	9.465780538628763e-03

 158	6.499742449017399e-01
	1.000000000000000e-02
	9.477785470344972e-03

 159	6.549742449017399e-01
	1.000000000000000e-02
	9.489520628314749e-03

 160	6.599742449017399e-01
	1.000000000000000e-02
	9.500992074869473e-03

 161	6.649742449017400e-01
	1.000000000000000e-02
	9.512205736108363e-03

 162	6.699742449017400e-01
	1.000000000000000e-02
	9.523167404959862e-03

 163	6.749742449017400e-01
	1.000000000000000e-02
	9.533882744174249e-03

 164	6.799742449017400e-01
	1.000000000000000e-02
	9.544357289248986e-03

 165	6.849742449017400e-01
	1.000000000000000e-02
	9.554596451288335e-03

 166	6.899742449017400e-01
	1.000000000000000e-02
	9.564605519798710e-03

 167	6.949742449017400e-01
	1.000000000000000e-02
	9.574389665421214e-03

 168	6.999742449017400e-01
	1.000000000000000e-02
	9.583953942602761e-03

 169	7.049742449017400e-01
	1.000000000000000e-02
	9.593303292207193e-03

 170	7.099742449017400e-01
	1.000000000000000e-02
	9.602442544067710e-03

 171	7.149742449017400e-01
	1.000000000000000e-02
	9.611376419481919e-03

 172	7.199742449017400e-01
	1.000000000000000e-02
	9.620109533650867e-03

 173	7.249742449017400e-01
	1.000000000000000e-02
	9.628646398063207e-03

 174	7.299742449017400e-01
	1.000000000000000e-02
	9.636991422825831e-03

 175	7.349742449017400e-01
	1.000000000000000e-02
	9.645148918942106e-03

 176	7.399742449017400e-01
	1.000000000000000e-02
	9.653123100538914e-03

 177	7.449742449017400e-01
	1.000000000000000e-02
	9.660918087043660e-03

 178	7.499742449017400e-01
	1.000000000000000e-02
	9.668537905312342e-03

 179	7.549742449017400e-01
	1.000000000000000e-02
	9.675986491709820e-03

 180	7.599742449017400e-01
	1.000000000000000e-02
	9.683267694143306e-03

 181	7.649742449017400e-01
	1.000000000000000e-02
	9.690385274050200e-03

 182	7.699742449017400e-01
	1.000000000000000e-02
	9.697342908341209e-03

 183	7.749742449017401e-01
	1.000000000000000e-02
	9.704144191299833e-03

 184	7.799742449017401e-01
	1.000000000000000e-02
	9.710792636439166e-03

 185	7.849742449017401e-01
	1.000000000000000e-02
	9.717291678316940e-03

 186	7.899742449017401e-01
	1.000000000000000e-02
	9.723644674309818e-03

 187	7.949742449017401e-01
	1.000000000000000e-02
	9.729854906347798e-03

 188	7.999742449017401e-01
	1.000000000000000e-02
	9.735925582609644e-03

 189	8.049742449017401e-01
	1.000000000000000e-02
	9.741859839180213e-03

 190	8.099742449017401e-01
	1.000000000000000e-02
	9.747660741670548e-03

 191	8.149742449017401e-01
	1.000000000000000e-02
	9.753331286801547e-03

 192	8.199742449017401e-01
	1.000000000000000e-02
	9.758874403952072e-03

 193	8.249742449017401e-01
	1.000000000000000e-02
	9.764292956672249e-03

 194	8.299742449017401e-01
	1.000000000000000e-02
	9.769589744162760e-03

 195	8.349742449017401e-01
	1.000000000000000e-02
	9.774767502720902e-03

 196	8.399742449017401e-01
	1.000000000000000e-02
	9.779828907154143e-03

 197	8.449742449017401e-01
	1.000000000000000e-02
	9.784776572161915e-03

 198	8.499742449017401e-01
	1.000000000000000e-02
	9.789613053686367e-03

 199	8.549742449017401e-01
	1.000000000000000e-02
	9.794340850232742e-03

 200	8.599742449017401e-01
	1.000000000000000e-02
	9.798962404160097e-03

 201	8.649742449017401e-01
	1.000000000000000e-02
	9.803480102943019e-03

 202	8.699742449017401e-01
	1.000000000000000e-02
	9.807896280404974e-03

 203	8.749742449017401e-01
	1.000000000000000e-02
	9.812213217923966e-03

 204	8.799742449017401e-01
	1.000000000000000e-02
	9.816433145611069e-03

 205	8.849742449017401e-01
	1.000000000000000e-02
	9.820558243462505e-03

 206	8.899742449017402e-01
	1.000000000000000e-02
	9.824590642485819e-03

 207	8.949742449017402e-01
	1.000000000000000e-02
	9.828532425800745e-03

 208	8.999742449017402e-01
	1.000000000000000e-02
	9.832385629715333e-03

 209	9.049742449017402e-01
	1.000000000000000e-02
	9.836152244777911e-03

 210	9.099742449017402e-01
	1.000000000000000e-02
	9.839834216805376e-03

 211	9.149742449017402e-01
	1.000000000000000e-02
	9.843433447888400e-03

 212	9.199742449017402e-01
	1.000000000000000e-02
	9.846951797374052e-03

 213	9.249742449017402e-01
	1.000000000000000e-02
	9.850391082826320e-03

 214	9.299742449017402e-01
	1.000000000000000e-02
	9.853753080965057e-03

 215	9.349742449017402e-01
	1.000000000000000e-02
	9.857039528583821e-03

 216	9.399742449017402e-01
	1.000000000000000e-02
	9.860252123447105e-03

 217	9.449742449017402e-01
	1.000000000000000e-02
	9.863392525167396e-03

 218	9.499742449017402e-01
	1.000000000000000e-02
	9.866462356062511e-03

 219	9.549742449017402e-01
	1.000000000000000e-02
	9.869463201993688e-03

 220	9.599742449017402e-01
	1.000000000000000e-02
	9.872396613184838e-03

 221	9.649742449017402e-01
